,Department,Teacher_ID,Teacher_Name,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Digitalization_Ressource_Ratio,Digitalization_Ressource_Percent,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam,Sequence
118,Engineering,9,Berry,2013,119,52,39,11,28,0.28,28,6,3,2,18,8,2,Lecture-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Video-Lecture-Lecture-Test-Lecture-Lecture-Exercise-Video-Exercise-Lecture-Lecture-Video-Test-Lecture-QCM-Lecture-Exercise-Exercise-Lecture-Exercise-Exercise-Examen-Exercise-Lecture-QCM-Lecture-Lecture-Video-Exercise-Video-QCM-Examen
119,Engineering,9,Berry,2013,120,7,2,1,1,0.5,50,0,1,0,1,0,0,QCM-Lecture
120,Engineering,9,Berry,2013,121,9,4,1,3,0.25,25,1,0,0,2,1,0,Exercise-Lecture-Video-Lecture
121,Engineering,9,Berry,2013,122,56,35,16,19,0.46,46,12,3,1,13,6,0,Lecture-Lecture-Exercise-Video-Video-Video-Video-Lecture-QCM-QCM-Lecture-Lecture-Video-Lecture-Video-Video-Exercise-Video-Lecture-Exercise-Video-Exercise-Lecture-Lecture-Lecture-Video-Lecture-QCM-Lecture-Exercise-Lecture-Video-Exercise-Video-Test
122,Engineering,9,Berry,2013,123,9,9,3,6,0.33,33,1,1,1,4,2,0,Lecture-Video-Lecture-Lecture-Exercise-QCM-Exercise-Lecture-Test
123,Engineering,9,Berry,2013,124,10,3,2,1,0.67,67,2,0,0,1,0,0,Video-Video-Lecture
124,Engineering,9,Berry,2013,125,35,32,1,31,0.03,3,1,0,0,20,10,1,Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Video-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Examen
125,Engineering,10,Pierron,2013,126,13,13,6,7,0.46,46,2,3,1,5,1,1,Video-Lecture-Lecture-Lecture-Exercise-Video-Test-QCM-QCM-Lecture-Lecture-QCM-Examen
126,Engineering,10,Pierron,2013,127,7,3,1,2,0.33,33,1,0,0,2,0,0,Lecture-Video-Lecture
127,Engineering,10,Pierron,2013,128,8,7,2,5,0.29,29,2,0,0,2,2,1,Lecture-Exercise-Video-Video-Exercise-Lecture-Examen
128,Engineering,10,Pierron,2013,129,15,5,3,2,0.6,60,2,1,0,1,1,0,Exercise-Video-Video-QCM-Lecture
129,Engineering,10,Pierron,2013,130,33,20,7,13,0.35,35,3,3,1,8,4,1,Lecture-Lecture-QCM-Video-Video-Exercise-Exercise-Exercise-Exercise-Lecture-Test-Lecture-Lecture-QCM-Lecture-Video-QCM-Lecture-Lecture-Examen
130,Engineering,10,Pierron,2013,131,15,6,1,5,0.17,17,1,0,0,3,2,0,Exercise-Lecture-Exercise-Lecture-Video-Lecture
131,Engineering,10,Pierron,2013,132,29,18,7,11,0.39,39,5,1,1,6,4,1,Video-Exercise-Lecture-Lecture-Exercise-Exercise-QCM-Lecture-Test-Video-Video-Lecture-Video-Lecture-Lecture-Video-Exercise-Examen
132,Engineering,10,Pierron,2013,133,25,25,3,22,0.12,12,2,1,0,15,7,0,Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Video-Video-Lecture-Lecture-Exercise-Lecture-Exercise-QCM-Exercise-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture
133,Engineering,10,Pierron,2013,134,24,14,7,7,0.5,50,3,3,1,4,3,0,Lecture-Video-Exercise-QCM-Lecture-Video-QCM-Exercise-QCM-Lecture-Exercise-Video-Lecture-Test
134,Engineering,10,Pierron,2013,135,12,4,1,3,0.25,25,0,1,0,2,1,0,Lecture-Exercise-QCM-Lecture
135,Engineering,10,Pierron,2013,136,27,9,1,8,0.11,11,0,1,0,5,3,0,Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-QCM-Lecture
136,Engineering,10,Pierron,2013,137,19,11,3,8,0.27,27,3,0,0,4,3,1,Exercise-Lecture-Lecture-Video-Lecture-Video-Exercise-Video-Lecture-Exercise-Examen
137,Engineering,10,Pierron,2013,138,14,9,4,5,0.44,44,1,2,1,4,1,0,Exercise-QCM-Lecture-Lecture-Video-Lecture-Lecture-QCM-Test
138,Engineering,10,Pierron,2013,139,9,5,1,4,0.2,20,1,0,0,2,2,0,Video-Lecture-Exercise-Exercise-Lecture
139,Engineering,10,Pierron,2013,140,54,27,10,17,0.37,37,6,3,1,11,6,0,Lecture-Exercise-Video-Video-Exercise-Lecture-QCM-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Video-Exercise-Video-QCM-Lecture-Lecture-Video-Exercise-QCM-Test
140,Engineering,10,Pierron,2013,141,22,7,3,4,0.43,43,1,2,0,2,1,1,QCM-Lecture-QCM-Lecture-Exercise-Video-Examen
141,Engineering,10,Pierron,2013,142,29,19,3,16,0.16,16,1,2,0,11,5,0,Exercise-Exercise-Lecture-Exercise-Lecture-Exercise-Exercise-Lecture-Video-Lecture-QCM-Lecture-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Lecture
142,Engineering,10,Pierron,2013,143,24,11,4,7,0.36,36,3,1,0,5,2,0,Exercise-Lecture-Exercise-Video-Lecture-Video-Video-QCM-Lecture-Lecture-Lecture
143,Engineering,11,Levert,2013,144,7,6,2,4,0.33,33,2,0,0,1,2,1,Video-Exercise-Lecture-Exercise-Video-Examen
144,Engineering,11,Levert,2013,145,6,2,1,1,0.5,50,0,1,0,1,0,0,Lecture-QCM
145,Engineering,11,Levert,2013,146,13,10,1,9,0.1,10,1,0,0,6,3,0,Exercise-Exercise-Video-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture
146,Engineering,11,Levert,2013,147,11,5,1,4,0.2,20,1,0,0,2,1,1,Video-Exercise-Lecture-Lecture-Examen
147,Engineering,11,Levert,2013,148,31,13,7,6,0.54,54,5,1,1,3,2,1,Video-Video-Video-Lecture-Lecture-Lecture-Test-QCM-Exercise-Video-Exercise-Video-Examen
148,Engineering,11,Levert,2013,149,42,42,3,39,0.07,7,1,1,1,25,12,2,Exercise-Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Examen-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Examen-Lecture-Lecture-QCM-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Test
149,Engineering,11,Levert,2013,150,13,11,2,9,0.18,18,1,1,0,5,3,1,Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Video-QCM-Exercise-Lecture-Examen
150,Engineering,11,Levert,2013,151,40,11,3,8,0.27,27,2,1,0,6,2,0,Video-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-QCM-Exercise
151,Engineering,11,Levert,2013,152,11,3,2,1,0.67,67,2,0,0,1,0,0,Video-Video-Lecture
152,Engineering,11,Levert,2013,153,14,8,3,5,0.38,38,1,1,1,3,2,0,Exercise-Lecture-Lecture-QCM-Lecture-Video-Exercise-Test
153,Engineering,11,Levert,2013,154,20,20,4,16,0.2,20,1,2,1,11,5,0,Lecture-Exercise-Video-Lecture-Exercise-Exercise-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Test
154,Engineering,11,Levert,2013,155,11,6,1,5,0.17,17,1,0,0,3,2,0,Exercise-Exercise-Lecture-Video-Lecture-Lecture
155,Engineering,11,Levert,2013,156,7,5,2,3,0.4,40,2,0,0,1,1,1,Video-Lecture-Exercise-Video-Examen
156,Engineering,11,Levert,2013,157,8,6,1,5,0.17,17,0,1,0,3,1,1,Exercise-QCM-Lecture-Lecture-Lecture-Examen
157,Engineering,11,Levert,2013,158,27,7,1,6,0.14,14,0,1,0,4,1,1,QCM-Lecture-Lecture-Lecture-Exercise-Lecture-Examen
158,Engineering,11,Levert,2013,159,42,42,1,41,0.02,2,1,0,0,27,12,2,Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Video-Lecture-Exercise-Lecture-Examen-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Examen
159,Engineering,11,Levert,2013,160,25,12,5,7,0.42,42,1,3,1,5,1,1,Lecture-Lecture-Lecture-QCM-QCM-Lecture-Test-QCM-Exercise-Video-Lecture-Examen
160,Engineering,11,Levert,2013,161,9,9,1,8,0.11,11,0,1,0,6,2,0,Lecture-Exercise-QCM-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture
161,Engineering,11,Levert,2013,162,13,4,2,2,0.5,50,2,0,0,2,0,0,Video-Video-Lecture-Lecture
162,Engineering,11,Levert,2013,163,9,9,2,7,0.22,22,2,0,0,4,2,1,Video-Video-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Examen
163,Engineering,11,Levert,2013,164,5,5,2,3,0.4,40,2,0,0,2,1,0,Lecture-Video-Lecture-Video-Exercise
164,Engineering,11,Levert,2013,165,27,21,4,17,0.19,19,3,1,0,10,6,1,Exercise-Lecture-Exercise-Lecture-Video-Lecture-Video-Lecture-Lecture-Lecture-QCM-Lecture-Video-Exercise-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Examen
165,Art,12,Gail,2013,166,40,24,9,15,0.38,38,7,2,0,10,5,0,Lecture-Lecture-Exercise-Exercise-Video-QCM-Lecture-Lecture-Lecture-QCM-Video-Exercise-Exercise-Exercise-Lecture-Lecture-Video-Video-Video-Lecture-Video-Lecture-Lecture-Video
166,Art,12,Gail,2013,167,16,7,3,4,0.43,43,2,1,0,2,2,0,Exercise-Lecture-Exercise-Video-Lecture-Video-QCM
167,Art,12,Gail,2013,168,13,5,3,2,0.6,60,1,1,1,2,0,0,Lecture-Video-Lecture-QCM-Test
168,Art,12,Gail,2013,169,30,25,1,24,0.04,4,1,0,0,16,6,2,Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Examen-Lecture-Video-Lecture-Exercise-Exercise-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Examen
169,Art,12,Gail,2013,170,46,21,10,11,0.48,48,6,4,0,6,4,1,Video-Video-Exercise-Lecture-Video-Video-QCM-Video-Lecture-Lecture-QCM-Lecture-Exercise-Video-QCM-Exercise-QCM-Lecture-Exercise-Lecture-Examen
170,Art,12,Gail,2013,171,32,32,11,21,0.34,34,4,5,2,14,5,2,QCM-Lecture-Lecture-Video-Lecture-Video-QCM-Lecture-Test-Exercise-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Examen-Exercise-Exercise-QCM-Exercise-QCM-Lecture-Test-Video-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Examen
171,Art,12,Gail,2013,172,42,37,4,33,0.11,11,3,1,0,21,10,2,QCM-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Video-Video-Lecture-Lecture-Exercise-Examen-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Exercise-Exercise-Exercise-Examen
172,Art,12,Gail,2013,173,6,3,1,2,0.33,33,1,0,0,2,0,0,Video-Lecture-Lecture
173,Art,12,Gail,2013,174,34,9,2,7,0.22,22,2,0,0,5,2,0,Lecture-Lecture-Video-Lecture-Lecture-Exercise-Exercise-Lecture-Video
174,Art,12,Gail,2013,175,11,6,3,3,0.5,50,1,1,1,2,1,0,Lecture-Video-QCM-Lecture-Exercise-Test
175,Art,12,Gail,2013,176,13,6,3,3,0.5,50,1,2,0,1,1,1,Video-Exercise-QCM-QCM-Lecture-Examen
176,Art,12,Gail,2013,177,18,8,4,4,0.5,50,2,2,0,1,2,1,Video-QCM-Exercise-Exercise-QCM-Video-Lecture-Examen
177,Art,12,Gail,2013,178,27,12,2,10,0.17,17,1,1,0,6,3,1,QCM-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Exercise-Video-Lecture-Examen
178,Art,12,Gail,2013,179,5,5,1,4,0.2,20,1,0,0,2,1,1,Lecture-Lecture-Video-Exercise-Examen
179,Art,12,Gail,2013,180,6,2,1,1,0.5,50,0,1,0,0,1,0,QCM-Exercise
180,Art,12,Gail,2013,181,27,16,2,14,0.12,12,2,0,0,10,4,0,Lecture-Lecture-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Video-Exercise
181,Art,13,Bonne,2013,182,34,23,4,19,0.17,17,1,2,1,13,5,1,Lecture-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Test-Exercise-Exercise-QCM-Lecture-Lecture-Lecture-Video-Exercise-Lecture-Lecture-Examen
182,Art,13,Bonne,2013,183,28,8,1,7,0.12,12,0,1,0,4,3,0,Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-QCM
183,Art,13,Bonne,2013,184,40,24,4,20,0.17,17,1,2,1,13,6,1,Lecture-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Lecture-QCM-Lecture-Exercise-Lecture-Test-Exercise-Lecture-Exercise-Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Exercise-Examen
184,Art,13,Bonne,2013,185,32,32,8,24,0.25,25,3,4,1,15,8,1,Exercise-Lecture-Exercise-Video-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-QCM-Examen-QCM-Lecture-Lecture-QCM-Lecture-Video-Lecture-Exercise-QCM-Lecture-Exercise-Lecture-Lecture-Exercise-Test
185,Art,13,Bonne,2013,186,19,14,3,11,0.21,21,2,1,0,6,4,1,Video-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Exercise-Exercise-QCM-Lecture-Lecture-Video-Examen
186,Art,13,Bonne,2013,187,9,6,3,3,0.5,50,1,1,1,1,1,1,Exercise-QCM-Test-Lecture-Video-Examen
187,Art,13,Bonne,2013,188,10,4,1,3,0.25,25,1,0,0,2,1,0,Exercise-Lecture-Video-Lecture
188,Art,13,Bonne,2013,189,8,5,1,4,0.2,20,0,1,0,2,2,0,Exercise-QCM-Exercise-Lecture-Lecture
189,Art,13,Bonne,2013,190,34,30,5,25,0.17,17,3,1,1,17,7,1,Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Video-Lecture-Lecture-Test-Lecture-Exercise-Video-Lecture-Exercise-Exercise-Video-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Examen
190,Art,13,Bonne,2013,191,14,10,4,6,0.4,40,3,1,0,4,2,0,QCM-Lecture-Video-Lecture-Video-Lecture-Exercise-Lecture-Video-Exercise
191,Art,13,Bonne,2013,192,47,15,2,13,0.13,13,2,0,0,9,3,1,Lecture-Lecture-Video-Exercise-Exercise-Lecture-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Examen
192,Art,13,Bonne,2013,193,37,31,4,27,0.13,13,2,2,0,18,8,1,Lecture-Exercise-Video-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Video-Lecture-QCM-Exercise-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-QCM-Examen
193,Art,13,Bonne,2013,194,27,12,4,8,0.33,33,3,1,0,5,3,0,Lecture-Lecture-QCM-Video-Video-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Video
194,Art,13,Bonne,2013,195,12,11,2,9,0.18,18,1,1,0,5,3,1,Lecture-Exercise-Lecture-Exercise-QCM-Lecture-Lecture-Exercise-Lecture-Video-Examen
195,Art,13,Bonne,2013,196,12,11,1,10,0.09,9,0,1,0,7,3,0,Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-QCM
196,Art,13,Bonne,2013,197,13,5,3,2,0.6,60,3,0,0,1,1,0,Video-Video-Video-Lecture-Exercise
197,Art,14,Agard,2013,198,30,12,4,8,0.33,33,2,2,0,5,2,1,Exercise-Lecture-QCM-Lecture-Lecture-Lecture-Video-Exercise-Video-QCM-Lecture-Examen
198,Art,14,Agard,2013,199,10,8,4,4,0.5,50,3,1,0,1,2,1,Exercise-Exercise-Lecture-QCM-Video-Video-Video-Examen
199,Art,14,Agard,2013,200,35,22,3,19,0.14,14,3,0,0,13,6,0,Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Video-Exercise-Exercise-Exercise-Video-Lecture-Lecture
200,Art,14,Agard,2013,201,49,27,5,22,0.19,19,3,1,1,14,7,1,Lecture-Lecture-Lecture-Exercise-QCM-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Test-Video-Video-Exercise-Lecture-Lecture-Video-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Examen
201,Art,14,Agard,2013,202,58,27,12,15,0.44,44,7,5,0,10,4,1,Lecture-Lecture-Video-Video-Lecture-QCM-Exercise-QCM-Lecture-Video-Exercise-Video-Video-Lecture-QCM-QCM-Exercise-Lecture-Exercise-Lecture-Video-Lecture-QCM-Lecture-Video-Lecture-Examen
202,Art,14,Agard,2013,203,33,10,5,5,0.5,50,3,2,0,2,2,1,Lecture-QCM-Lecture-Video-Video-Exercise-Exercise-QCM-Video-Examen
203,Art,14,Agard,2013,204,59,57,23,34,0.4,40,12,11,0,22,10,2,Exercise-Video-Lecture-Lecture-Video-Lecture-QCM-Lecture-Exercise-Video-Exercise-Lecture-QCM-Lecture-QCM-QCM-Video-Lecture-Lecture-Lecture-Video-Lecture-Video-QCM-Lecture-Lecture-Lecture-Lecture-Examen-Exercise-Exercise-QCM-Lecture-Lecture-Video-Lecture-QCM-Lecture-Exercise-Lecture-Video-QCM-Video-QCM-QCM-QCM-Exercise-Exercise-Lecture-Video-Exercise-Video-Exercise-Lecture-Lecture-Video-Examen
204,Art,14,Agard,2013,205,39,32,4,28,0.12,12,1,2,1,18,9,1,QCM-Lecture-Exercise-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Examen-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Video-Test
205,Art,14,Agard,2013,206,23,9,2,7,0.22,22,1,1,0,5,2,0,Lecture-Lecture-Video-Lecture-Lecture-Lecture-QCM-Exercise-Exercise
206,Art,14,Agard,2013,207,8,7,4,3,0.57,57,3,1,0,1,1,1,Lecture-QCM-Video-Exercise-Video-Video-Examen
207,Art,14,Agard,2013,208,13,9,2,7,0.22,22,2,0,0,4,3,0,Lecture-Lecture-Lecture-Exercise-Lecture-Video-Video-Exercise-Exercise
208,Art,14,Agard,2013,209,40,13,1,12,0.08,8,0,1,0,7,4,1,Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-QCM-Exercise-Exercise-Lecture-Exercise-Lecture-Examen
209,Art,15,Boron,2013,210,40,29,6,23,0.21,21,4,2,0,15,7,1,Video-Video-Lecture-Lecture-Lecture-Lecture-QCM-QCM-Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Video-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Examen
210,Art,15,Boron,2013,211,34,25,12,13,0.48,48,5,6,1,9,3,1,Lecture-QCM-Exercise-QCM-QCM-Lecture-Lecture-Exercise-QCM-Exercise-Video-Video-Examen-Lecture-Lecture-QCM-Video-Video-QCM-Lecture-Video-Lecture-Lecture-Lecture-Test
211,Art,15,Boron,2013,212,12,3,1,2,0.33,33,1,0,0,2,0,0,Lecture-Lecture-Video
212,Art,15,Boron,2013,213,14,12,3,9,0.25,25,3,0,0,5,3,1,Video-Exercise-Lecture-Exercise-Video-Lecture-Lecture-Lecture-Lecture-Exercise-Video-Examen
213,Art,15,Boron,2013,214,47,14,6,8,0.43,43,4,1,1,6,1,1,Lecture-Lecture-Video-Lecture-Video-Lecture-Test-Video-Video-QCM-Lecture-Exercise-Lecture-Examen
214,Art,15,Boron,2013,215,56,51,4,47,0.08,8,2,2,0,31,14,2,Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Video-Lecture-QCM-Lecture-Examen-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Exercise-QCM-Exercise-Lecture-Video-Lecture-Lecture-Lecture-Examen
215,Art,15,Boron,2013,216,15,4,2,2,0.5,50,2,0,0,1,1,0,Video-Video-Exercise-Lecture
216,Art,15,Boron,2013,217,36,23,7,16,0.3,30,5,1,1,11,5,0,Lecture-Video-Exercise-Lecture-Video-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise-QCM-Exercise-Lecture-Lecture-Video-Exercise-Lecture-Video-Lecture-Lecture-Video-Test
217,Art,15,Boron,2013,218,38,29,1,28,0.03,3,0,1,0,19,9,0,Exercise-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Exercise
218,Art,15,Boron,2013,219,52,32,4,28,0.12,12,2,2,0,18,9,1,Lecture-Exercise-Lecture-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Exercise-QCM-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Video-Exercise-QCM-Lecture-Exercise-Exercise-Examen
219,Art,15,Boron,2013,220,5,2,1,1,0.5,50,0,1,0,0,1,0,Exercise-QCM
220,Art,15,Boron,2013,221,11,6,1,5,0.17,17,0,1,0,2,2,1,Exercise-Lecture-Exercise-QCM-Lecture-Examen
221,Art,15,Boron,2013,222,15,15,6,9,0.4,40,4,1,1,6,2,1,Video-Lecture-Lecture-Exercise-Video-Lecture-Video-Test-Lecture-QCM-Lecture-Lecture-Exercise-Video-Examen
222,Art,16,Bordon,2013,223,32,11,2,9,0.18,18,2,0,0,6,3,0,Video-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Video-Lecture-Lecture
223,Art,16,Bordon,2013,224,30,25,11,14,0.44,44,8,2,1,9,5,0,QCM-QCM-Exercise-Lecture-Video-Video-Lecture-Video-Exercise-Lecture-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Video-Lecture-Video-Video-Video-Lecture-Lecture-Exercise-Test
224,Art,16,Bordon,2013,225,24,21,11,10,0.52,52,7,4,0,6,3,1,Video-Lecture-Exercise-Video-QCM-QCM-Video-Video-Lecture-Lecture-Video-Lecture-Exercise-Video-Exercise-Video-Lecture-QCM-Lecture-QCM-Examen
225,Art,16,Bordon,2013,226,18,5,2,3,0.4,40,2,0,0,2,1,0,Video-Lecture-Lecture-Exercise-Video
226,Art,16,Bordon,2013,227,21,20,1,19,0.05,5,0,1,0,13,6,0,Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Exercise-Lecture-Exercise-QCM-Lecture-Lecture-Exercise-Lecture
227,Art,16,Bordon,2013,228,13,13,2,11,0.15,15,1,1,0,7,3,1,QCM-Lecture-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Examen
228,Art,16,Bordon,2013,229,24,21,3,18,0.14,14,1,2,0,12,5,1,Exercise-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-QCM-Lecture-Lecture-Exercise-Lecture-Lecture-Video-Exercise-Lecture-Examen
229,Art,16,Bordon,2013,230,38,14,1,13,0.07,7,0,1,0,9,4,0,Lecture-Lecture-Lecture-Lecture-Exercise-Exercise-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-QCM
230,Art,16,Bordon,2013,231,36,21,7,14,0.33,33,3,3,1,9,5,0,QCM-Lecture-Exercise-Exercise-Video-Exercise-Lecture-Video-Video-Lecture-Lecture-Lecture-Lecture-Lecture-Exercise-Lecture-Lecture-QCM-Exercise-QCM-Test
231,Art,16,Bordon,2013,232,12,3,1,2,0.33,33,1,0,0,1,1,0,Exercise-Lecture-Video
232,Art,16,Bordon,2013,233,51,25,11,14,0.44,44,8,3,0,10,3,1,Video-Lecture-Exercise-Lecture-QCM-Video-Lecture-Lecture-Video-Lecture-Lecture-Lecture-Video-QCM-Exercise-Lecture-Lecture-Video-Exercise-QCM-Lecture-Video-Video-Video-Examen
233,Art,16,Bordon,2013,234,11,5,3,2,0.6,60,1,1,1,2,0,0,Video-Lecture-QCM-Lecture-Test
234,Art,16,Bordon,2013,235,21,15,8,7,0.53,53,4,3,1,4,2,1,Lecture-Exercise-Video-Exercise-Video-Lecture-Video-Test-Lecture-Video-Lecture-QCM-QCM-QCM-Examen
235,Art,16,Bordon,2013,236,29,18,4,14,0.22,22,2,1,1,10,3,1,Lecture-Lecture-Lecture-Lecture-Video-Exercise-QCM-Lecture-Test-Lecture-Lecture-Lecture-Exercise-Exercise-Lecture-Lecture-Video-Examen
236,Art,16,Bordon,2013,237,28,27,3,24,0.11,11,3,0,0,15,7,2,Lecture-Exercise-Video-Lecture-Video-Lecture-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Examen-Lecture-Exercise-Lecture-Video-Exercise-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Lecture-Examen
237,Art,17,Moulin,2013,238,17,16,7,9,0.44,44,4,2,1,6,2,1,Video-Exercise-Lecture-QCM-Video-Lecture-Exercise-QCM-Test-Lecture-Lecture-Video-Video-Lecture-Lecture-Examen
238,Art,17,Moulin,2013,239,5,5,1,4,0.2,20,1,0,0,1,2,1,Exercise-Lecture-Video-Exercise-Examen
239,Art,17,Moulin,2013,240,25,14,1,13,0.07,7,1,0,0,9,4,0,Exercise-Lecture-Lecture-Lecture-Lecture-Video-Lecture-Lecture-Exercise-Lecture-Lecture-Lecture-Exercise-Exercise
240,Art,17,Moulin,2013,241,8,6,3,3,0.5,50,1,2,0,1,1,1,Lecture-Video-Exercise-QCM-QCM-Examen
241,Art,17,Moulin,2013,242,23,14,5,9,0.36,36,1,3,1,6,2,1,QCM-Lecture-Lecture-Lecture-QCM-Exercise-Examen-Exercise-Video-Lecture-QCM-Lecture-Lecture-Test
242,Art,17,Moulin,2013,243,37,22,5,17,0.23,23,3,1,1,11,6,0,QCM-Lecture-Exercise-Exercise-Lecture-Video-Exercise-Lecture-Exercise-Lecture-Lecture-Exercise-Video-Lecture-Video-Lecture-Exercise-Lecture-Lecture-Lecture-Lecture-Test
