,Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization
2728,26,Grosjean,Law,2013,342,5,0,5,0.02,2,Low Digitalization
2736,26,Grosjean,Law,2013,343,9,4,5,0.39,39,Medium-Low Digitalization
2744,26,Grosjean,Law,2013,344,29,3,26,0.11,11,Low Digitalization
2752,26,Grosjean,Law,2013,345,7,2,5,0.29,28,Medium-Low Digitalization
2760,26,Grosjean,Law,2013,346,10,4,6,0.4,40,Medium-Low Digitalization
2768,26,Grosjean,Law,2013,347,36,4,32,0.1,10,Low Digitalization
2776,26,Grosjean,Law,2013,348,17,1,16,0.05,5,Low Digitalization
2784,26,Grosjean,Law,2013,349,33,14,19,0.43,43,Medium-Low Digitalization
2792,26,Grosjean,Law,2013,350,8,1,7,0.13,13,Low Digitalization
2800,26,Grosjean,Law,2013,351,6,1,5,0.19,19,Low Digitalization
2808,26,Grosjean,Law,2013,352,11,1,10,0.1,10,Low Digitalization
2816,27,Milbert,Law,2013,353,39,13,26,0.33,33,Medium-Low Digitalization
2824,27,Milbert,Law,2013,354,9,4,5,0.39,39,Medium-Low Digitalization
2832,27,Milbert,Law,2013,355,6,2,4,0.33,33,Medium-Low Digitalization
2840,27,Milbert,Law,2013,356,9,3,6,0.38,38,Medium-Low Digitalization
2848,27,Milbert,Law,2013,357,52,1,51,0.02,2,Low Digitalization
2856,27,Milbert,Law,2013,358,42,10,32,0.24,24,Medium-Low Digitalization
2864,27,Milbert,Law,2013,359,10,2,8,0.23,23,Medium-Low Digitalization
2872,27,Milbert,Law,2013,360,25,3,22,0.13,13,Low Digitalization
2880,27,Milbert,Law,2013,361,21,5,16,0.23,23,Medium-Low Digitalization
2888,27,Milbert,Law,2013,362,34,14,20,0.42,42,Medium-Low Digitalization
2896,27,Milbert,Law,2013,363,10,4,6,0.38,38,Medium-Low Digitalization
2904,27,Milbert,Law,2013,364,38,1,37,0.03,3,Low Digitalization
2912,27,Milbert,Law,2013,365,9,0,9,0.02,2,Low Digitalization
2920,27,Milbert,Law,2013,366,39,16,23,0.42,42,Medium-Low Digitalization
2928,27,Milbert,Law,2013,367,11,5,6,0.44,44,Medium-Low Digitalization
2936,27,Milbert,Law,2013,368,28,8,20,0.27,27,Medium-Low Digitalization
2944,28,Sicotte,Law,2013,369,19,4,15,0.2,20,Low Digitalization
2952,28,Sicotte,Law,2013,370,58,28,30,0.49,49,Medium-Low Digitalization
2960,28,Sicotte,Law,2013,371,14,4,10,0.25,25,Medium-Low Digitalization
2968,28,Sicotte,Law,2013,372,30,9,21,0.31,31,Medium-Low Digitalization
2976,28,Sicotte,Law,2013,373,19,5,14,0.26,26,Medium-Low Digitalization
2984,28,Sicotte,Law,2013,374,9,1,8,0.13,13,Low Digitalization
2992,28,Sicotte,Law,2013,375,10,1,9,0.07,7,Low Digitalization
3000,28,Sicotte,Law,2013,376,9,2,7,0.27,27,Medium-Low Digitalization
3008,28,Sicotte,Law,2013,377,7,2,5,0.23,23,Medium-Low Digitalization
3016,28,Sicotte,Law,2013,378,40,17,23,0.42,42,Medium-Low Digitalization
3024,28,Sicotte,Law,2013,379,12,6,6,0.47,47,Medium-Low Digitalization
3032,28,Sicotte,Law,2013,380,50,1,49,0.02,2,Low Digitalization
3040,28,Sicotte,Law,2013,381,10,5,5,0.47,47,Medium-Low Digitalization
3048,28,Sicotte,Law,2013,382,37,10,27,0.27,27,Medium-Low Digitalization
3056,28,Sicotte,Law,2013,383,20,0,20,0.01,1,Low Digitalization
3064,28,Sicotte,Law,2013,384,33,9,24,0.27,27,Medium-Low Digitalization
3072,29,Doyon,Law,2013,385,12,5,7,0.38,38,Medium-Low Digitalization
3080,29,Doyon,Law,2013,386,7,1,6,0.09,9,Low Digitalization
3088,29,Doyon,Law,2013,387,7,3,4,0.45,45,Medium-Low Digitalization
3096,29,Doyon,Law,2013,388,52,4,48,0.07,7,Low Digitalization
3104,29,Doyon,Law,2013,389,6,1,5,0.15,15,Low Digitalization
3112,29,Doyon,Law,2013,390,17,7,10,0.43,43,Medium-Low Digitalization
3120,29,Doyon,Law,2013,391,37,10,27,0.27,27,Medium-Low Digitalization
3128,29,Doyon,Law,2013,392,19,2,17,0.1,10,Low Digitalization
3136,29,Doyon,Law,2013,393,13,0,13,0.03,3,Low Digitalization
3144,29,Doyon,Law,2013,394,23,3,20,0.14,14,Low Digitalization
3152,29,Doyon,Law,2013,395,11,5,6,0.43,43,Medium-Low Digitalization
3160,29,Doyon,Law,2013,396,25,2,23,0.07,7,Low Digitalization
3168,29,Doyon,Law,2013,397,59,12,47,0.21,21,Medium-Low Digitalization
3176,29,Doyon,Law,2013,398,16,7,9,0.46,46,Medium-Low Digitalization
3184,29,Doyon,Law,2013,399,6,1,5,0.18,18,Low Digitalization
3192,29,Doyon,Law,2013,400,25,4,20,0.18,18,Low Digitalization
3200,29,Doyon,Law,2013,401,22,2,20,0.1,10,Low Digitalization
3208,29,Doyon,Law,2013,402,10,4,6,0.41,41,Medium-Low Digitalization
3216,30,Lard,Law,2013,403,20,7,13,0.37,37,Medium-Low Digitalization
3224,30,Lard,Law,2013,404,40,11,29,0.28,28,Medium-Low Digitalization
3232,30,Lard,Law,2013,405,25,12,13,0.48,48,Medium-Low Digitalization
3240,30,Lard,Law,2013,406,9,4,5,0.4,40,Medium-Low Digitalization
3248,30,Lard,Law,2013,407,30,13,17,0.42,42,Medium-Low Digitalization
3256,30,Lard,Law,2013,408,5,0,5,0.08,8,Low Digitalization
3264,30,Lard,Law,2013,409,34,8,26,0.24,24,Medium-Low Digitalization
3272,30,Lard,Law,2013,410,10,2,8,0.25,25,Medium-Low Digitalization
3280,30,Lard,Law,2013,411,15,3,12,0.21,21,Medium-Low Digitalization
3288,31,Michelin,Engineering,2013,412,24,8,16,0.35,35,Medium-Low Digitalization
3296,31,Michelin,Engineering,2013,413,19,4,15,0.22,22,Medium-Low Digitalization
3304,31,Michelin,Engineering,2013,414,37,8,29,0.22,22,Medium-Low Digitalization
3312,31,Michelin,Engineering,2013,415,30,11,19,0.38,38,Medium-Low Digitalization
3320,31,Michelin,Engineering,2013,416,40,18,22,0.44,44,Medium-Low Digitalization
3328,31,Michelin,Engineering,2013,417,43,17,26,0.4,40,Medium-Low Digitalization
3336,31,Michelin,Engineering,2013,418,10,1,9,0.14,14,Low Digitalization
3344,31,Michelin,Engineering,2013,419,11,3,8,0.26,26,Medium-Low Digitalization
3352,31,Michelin,Engineering,2013,420,23,5,18,0.21,21,Medium-Low Digitalization
3360,31,Michelin,Engineering,2013,421,14,6,8,0.46,46,Medium-Low Digitalization
3368,31,Michelin,Engineering,2013,422,6,0,6,0.08,8,Low Digitalization
3376,31,Michelin,Engineering,2013,423,9,4,5,0.44,44,Medium-Low Digitalization
3384,31,Michelin,Engineering,2013,424,15,1,14,0.08,8,Low Digitalization
3392,31,Michelin,Engineering,2013,425,9,2,7,0.23,23,Medium-Low Digitalization
3400,31,Michelin,Engineering,2013,426,11,0,11,0.03,3,Low Digitalization
3408,31,Michelin,Engineering,2013,427,32,14,18,0.45,45,Medium-Low Digitalization
3416,31,Michelin,Engineering,2013,428,38,10,28,0.27,27,Medium-Low Digitalization
3424,32,Dusseault,Engineering,2013,429,13,5,8,0.35,35,Medium-Low Digitalization
3432,32,Dusseault,Engineering,2013,430,11,2,9,0.21,21,Medium-Low Digitalization
3440,32,Dusseault,Engineering,2013,431,5,2,3,0.44,44,Medium-Low Digitalization
3448,32,Dusseault,Engineering,2013,432,57,7,50,0.12,12,Low Digitalization
3456,32,Dusseault,Engineering,2013,433,21,7,14,0.33,33,Medium-Low Digitalization
3464,32,Dusseault,Engineering,2013,434,16,6,10,0.35,35,Medium-Low Digitalization
3472,32,Dusseault,Engineering,2013,435,33,16,17,0.48,48,Medium-Low Digitalization
3480,32,Dusseault,Engineering,2013,436,11,2,9,0.2,20,Low Digitalization
3488,32,Dusseault,Engineering,2013,437,23,2,21,0.08,8,Low Digitalization
3496,32,Dusseault,Engineering,2013,438,35,1,34,0.03,3,Low Digitalization
3504,32,Dusseault,Engineering,2013,439,33,13,20,0.39,39,Medium-Low Digitalization
3512,32,Dusseault,Engineering,2013,440,7,3,4,0.46,46,Medium-Low Digitalization
3520,32,Dusseault,Engineering,2013,441,14,2,12,0.11,11,Low Digitalization
3528,32,Dusseault,Engineering,2013,442,5,0,4,0.1,10,Low Digitalization
3536,32,Dusseault,Engineering,2013,443,29,10,19,0.33,33,Medium-Low Digitalization
3544,32,Dusseault,Engineering,2013,444,11,3,8,0.24,24,Medium-Low Digitalization
3552,32,Dusseault,Engineering,2013,445,8,2,6,0.31,31,Medium-Low Digitalization
3560,32,Dusseault,Engineering,2013,446,30,8,22,0.28,28,Medium-Low Digitalization
3568,32,Dusseault,Engineering,2013,447,22,9,13,0.4,40,Medium-Low Digitalization
3576,33,Malboeuf,Engineering,2013,448,6,2,4,0.39,39,Medium-Low Digitalization
3584,33,Malboeuf,Engineering,2013,449,18,6,12,0.31,31,Medium-Low Digitalization
3592,33,Malboeuf,Engineering,2013,450,23,6,17,0.28,28,Medium-Low Digitalization
3600,33,Malboeuf,Engineering,2013,451,14,7,7,0.48,48,Medium-Low Digitalization
3608,33,Malboeuf,Engineering,2013,452,12,1,11,0.09,9,Low Digitalization
3616,33,Malboeuf,Engineering,2013,453,30,1,29,0.02,2,Low Digitalization
3624,33,Malboeuf,Engineering,2013,454,23,0,23,0.02,2,Low Digitalization
3632,33,Malboeuf,Engineering,2013,455,7,0,7,0.06,6,Low Digitalization
3640,33,Malboeuf,Engineering,2013,456,8,1,7,0.15,15,Low Digitalization
3648,33,Malboeuf,Engineering,2013,457,60,29,31,0.48,48,Medium-Low Digitalization
3656,33,Malboeuf,Engineering,2013,458,6,0,6,0.03,3,Low Digitalization
3664,33,Malboeuf,Engineering,2013,459,29,6,23,0.21,21,Medium-Low Digitalization
3672,33,Malboeuf,Engineering,2013,460,22,8,14,0.36,36,Medium-Low Digitalization
3680,33,Malboeuf,Engineering,2013,461,36,2,34,0.05,5,Low Digitalization
3688,33,Malboeuf,Engineering,2013,462,11,1,10,0.05,5,Low Digitalization
3696,33,Malboeuf,Engineering,2013,463,22,10,12,0.46,46,Medium-Low Digitalization
3704,33,Malboeuf,Engineering,2013,464,37,14,23,0.37,37,Medium-Low Digitalization
3712,33,Malboeuf,Engineering,2013,465,34,5,29,0.15,15,Low Digitalization
3720,34,Edin,Engineering,2013,466,19,5,14,0.26,26,Medium-Low Digitalization
3728,34,Edin,Engineering,2013,467,38,7,31,0.18,18,Low Digitalization
3736,34,Edin,Engineering,2013,468,32,9,23,0.27,27,Medium-Low Digitalization
3744,34,Edin,Engineering,2013,469,5,0,4,0.1,10,Low Digitalization
3752,34,Edin,Engineering,2013,470,37,17,20,0.45,45,Medium-Low Digitalization
3760,34,Edin,Engineering,2013,471,21,4,17,0.21,21,Medium-Low Digitalization
3768,34,Edin,Engineering,2013,472,31,4,27,0.14,14,Low Digitalization
3776,35,Bressan,Engineering,2013,473,11,3,8,0.28,28,Medium-Low Digitalization
3784,35,Bressan,Engineering,2013,474,24,2,22,0.1,10,Low Digitalization
3792,35,Bressan,Engineering,2013,475,39,5,34,0.14,14,Low Digitalization
3800,35,Bressan,Engineering,2013,476,33,14,19,0.43,43,Medium-Low Digitalization
3808,35,Bressan,Engineering,2013,477,28,3,25,0.09,9,Low Digitalization
3816,35,Bressan,Engineering,2013,478,24,5,19,0.21,21,Medium-Low Digitalization
3824,35,Bressan,Engineering,2013,479,16,5,11,0.31,31,Medium-Low Digitalization
3832,35,Bressan,Engineering,2013,480,14,3,11,0.23,23,Medium-Low Digitalization
3840,36,Arcement,Engineering,2013,481,15,4,11,0.29,28,Medium-Low Digitalization
3848,36,Arcement,Engineering,2013,482,31,8,23,0.26,26,Medium-Low Digitalization
3856,36,Arcement,Engineering,2013,483,12,2,10,0.13,13,Low Digitalization
3864,36,Arcement,Engineering,2013,484,6,2,4,0.33,33,Medium-Low Digitalization
3872,36,Arcement,Engineering,2013,485,36,11,25,0.3,30,Medium-Low Digitalization
3880,36,Arcement,Engineering,2013,486,29,11,18,0.39,39,Medium-Low Digitalization
3888,36,Arcement,Engineering,2013,487,8,1,7,0.13,13,Low Digitalization
3896,36,Arcement,Engineering,2013,488,40,3,37,0.08,8,Low Digitalization
3904,36,Arcement,Engineering,2013,489,16,2,14,0.15,15,Low Digitalization
3912,36,Arcement,Engineering,2013,490,45,6,39,0.13,13,Low Digitalization
3920,36,Arcement,Engineering,2013,491,13,0,13,0.02,2,Low Digitalization
3928,36,Arcement,Engineering,2013,492,39,19,20,0.49,49,Medium-Low Digitalization
3936,36,Arcement,Engineering,2013,493,11,5,6,0.47,47,Medium-Low Digitalization
3944,36,Arcement,Engineering,2013,494,13,5,8,0.36,36,Medium-Low Digitalization
3952,36,Arcement,Engineering,2013,495,17,8,9,0.47,47,Medium-Low Digitalization
3960,36,Arcement,Engineering,2013,496,9,3,6,0.37,37,Medium-Low Digitalization
3968,36,Arcement,Engineering,2013,497,11,5,6,0.41,41,Medium-Low Digitalization
3976,36,Arcement,Engineering,2013,498,33,9,24,0.27,27,Medium-Low Digitalization
3984,37,Gayton,Management,2013,499,26,3,23,0.12,12,Low Digitalization
3992,37,Gayton,Management,2013,500,14,3,11,0.23,23,Medium-Low Digitalization
4000,37,Gayton,Management,2013,501,7,4,4,0.5,50,Medium-Low Digitalization
4008,37,Gayton,Management,2013,502,6,0,6,0.03,3,Low Digitalization
4016,37,Gayton,Management,2013,503,36,11,25,0.31,31,Medium-Low Digitalization
4024,37,Gayton,Management,2013,504,6,1,5,0.13,13,Low Digitalization
4032,37,Gayton,Management,2013,505,34,4,30,0.12,12,Low Digitalization
4040,37,Gayton,Management,2013,506,11,1,10,0.11,11,Low Digitalization
4048,37,Gayton,Management,2013,507,7,3,4,0.47,47,Medium-Low Digitalization
4056,37,Gayton,Management,2013,508,16,2,14,0.13,13,Low Digitalization
4064,37,Gayton,Management,2013,509,39,10,29,0.26,26,Medium-Low Digitalization
4072,37,Gayton,Management,2013,510,24,8,16,0.33,33,Medium-Low Digitalization
4080,37,Gayton,Management,2013,511,40,20,20,0.5,50,Medium-Low Digitalization
4088,37,Gayton,Management,2013,512,7,0,7,0.0,0,Low Digitalization
4096,37,Gayton,Management,2013,513,32,9,23,0.27,27,Medium-Low Digitalization
4104,37,Gayton,Management,2013,514,34,14,20,0.41,41,Medium-Low Digitalization
4112,37,Gayton,Management,2013,515,32,8,24,0.26,26,Medium-Low Digitalization
4120,38,Tally,Management,2013,516,10,4,6,0.36,36,Medium-Low Digitalization
4128,38,Tally,Management,2013,517,33,15,18,0.45,45,Medium-Low Digitalization
4136,38,Tally,Management,2013,518,24,6,18,0.24,24,Medium-Low Digitalization
4144,38,Tally,Management,2013,519,40,7,33,0.17,17,Low Digitalization
4152,38,Tally,Management,2013,520,17,0,17,0.01,1,Low Digitalization
4160,38,Tally,Management,2013,521,17,6,11,0.34,34,Medium-Low Digitalization
4168,38,Tally,Management,2013,522,23,7,16,0.32,32,Medium-Low Digitalization
4176,38,Tally,Management,2013,523,33,4,29,0.12,12,Low Digitalization
4184,38,Tally,Management,2013,524,27,1,26,0.02,2,Low Digitalization
4192,38,Tally,Management,2013,525,31,1,30,0.02,2,Low Digitalization
4200,38,Tally,Management,2013,526,25,9,16,0.35,35,Medium-Low Digitalization
4208,38,Tally,Management,2013,527,8,1,7,0.16,16,Low Digitalization
4216,38,Tally,Management,2013,528,23,6,17,0.24,24,Medium-Low Digitalization
4224,38,Tally,Management,2013,529,54,10,44,0.19,19,Low Digitalization
4232,39,Munier,Management,2013,530,19,3,16,0.17,17,Low Digitalization
4240,39,Munier,Management,2013,531,40,4,36,0.09,9,Low Digitalization
4248,39,Munier,Management,2013,532,40,4,36,0.11,11,Low Digitalization
4256,39,Munier,Management,2013,533,29,6,23,0.2,20,Low Digitalization
4264,39,Munier,Management,2013,534,15,0,15,0.03,3,Low Digitalization
4272,39,Munier,Management,2013,535,31,10,21,0.33,33,Medium-Low Digitalization
4280,39,Munier,Management,2013,536,24,7,17,0.31,31,Medium-Low Digitalization
4288,40,Pleau,Management,2013,537,14,3,11,0.24,24,Medium-Low Digitalization
4296,40,Pleau,Management,2013,538,30,1,29,0.03,3,Low Digitalization
4304,40,Pleau,Management,2013,539,36,17,19,0.46,46,Medium-Low Digitalization
4312,40,Pleau,Management,2013,540,26,12,14,0.48,48,Medium-Low Digitalization
4320,40,Pleau,Management,2013,541,10,5,5,0.5,50,Medium-Low Digitalization
4328,40,Pleau,Management,2013,542,9,3,6,0.28,28,Medium-Low Digitalization
4336,40,Pleau,Management,2013,543,20,6,14,0.29,28,Medium-Low Digitalization
4344,40,Pleau,Management,2013,544,11,1,10,0.12,12,Low Digitalization
4352,40,Pleau,Management,2013,545,12,6,6,0.48,48,Medium-Low Digitalization
4360,40,Pleau,Management,2013,546,10,1,9,0.12,12,Low Digitalization
4368,40,Pleau,Management,2013,547,14,5,9,0.37,37,Medium-Low Digitalization
4376,41,Millon,Management,2013,548,49,8,41,0.17,17,Low Digitalization
4384,41,Millon,Management,2013,549,19,7,12,0.36,36,Medium-Low Digitalization
4392,41,Millon,Management,2013,550,12,2,10,0.16,16,Low Digitalization
4400,41,Millon,Management,2013,551,34,6,28,0.17,17,Low Digitalization
4408,41,Millon,Management,2013,552,8,3,5,0.33,33,Medium-Low Digitalization
4416,41,Millon,Management,2013,553,37,7,30,0.19,19,Low Digitalization
4424,41,Millon,Management,2013,554,25,12,13,0.47,47,Medium-Low Digitalization
4432,41,Millon,Management,2013,555,34,16,18,0.48,48,Medium-Low Digitalization
4440,41,Millon,Management,2013,556,24,1,23,0.04,4,Low Digitalization
4448,41,Millon,Management,2013,557,53,6,47,0.12,12,Low Digitalization
4456,41,Millon,Management,2013,558,8,4,4,0.47,47,Medium-Low Digitalization
4464,41,Millon,Management,2013,559,30,14,16,0.46,46,Medium-Low Digitalization
4472,41,Millon,Management,2013,560,40,13,27,0.32,32,Medium-Low Digitalization
4480,42,Sandoz,Management,2013,561,27,1,26,0.05,5,Low Digitalization
4488,42,Sandoz,Management,2013,562,54,4,50,0.07,7,Low Digitalization
4496,42,Sandoz,Management,2013,563,30,14,16,0.45,45,Medium-Low Digitalization
4504,42,Sandoz,Management,2013,564,19,8,11,0.44,44,Medium-Low Digitalization
4512,42,Sandoz,Management,2013,565,13,2,11,0.12,12,Low Digitalization
4520,42,Sandoz,Management,2013,566,35,2,33,0.05,5,Low Digitalization
4528,42,Sandoz,Management,2013,567,19,6,13,0.29,28,Medium-Low Digitalization
4536,42,Sandoz,Management,2013,568,7,3,4,0.43,43,Medium-Low Digitalization
4544,42,Sandoz,Management,2013,569,24,1,23,0.05,5,Low Digitalization
4552,42,Sandoz,Management,2013,570,10,1,9,0.1,10,Low Digitalization
4560,42,Sandoz,Management,2013,571,16,4,12,0.23,23,Medium-Low Digitalization
4568,42,Sandoz,Management,2013,572,9,2,7,0.27,27,Medium-Low Digitalization
4576,42,Sandoz,Management,2013,573,22,4,18,0.16,16,Low Digitalization
4584,42,Sandoz,Management,2013,574,7,3,4,0.43,43,Medium-Low Digitalization
4592,42,Sandoz,Management,2013,575,10,1,9,0.14,14,Low Digitalization
4600,42,Sandoz,Management,2013,576,19,8,11,0.41,41,Medium-Low Digitalization
4608,42,Sandoz,Management,2013,577,5,2,3,0.43,43,Medium-Low Digitalization
4616,42,Sandoz,Management,2013,578,34,17,17,0.49,49,Medium-Low Digitalization
4624,42,Sandoz,Management,2013,579,8,1,7,0.17,17,Low Digitalization
4632,43,Totin,Management,2013,580,33,16,17,0.47,47,Medium-Low Digitalization
4640,43,Totin,Management,2013,581,12,0,12,0.02,2,Low Digitalization
4648,43,Totin,Management,2013,582,15,6,9,0.39,39,Medium-Low Digitalization
4656,43,Totin,Management,2013,583,34,7,27,0.21,21,Medium-Low Digitalization
4664,43,Totin,Management,2013,584,33,14,19,0.41,41,Medium-Low Digitalization
4672,43,Totin,Management,2013,585,53,10,43,0.18,18,Low Digitalization
4680,43,Totin,Management,2013,586,10,2,8,0.21,21,Medium-Low Digitalization
4688,44,Lemaitre,Art,2013,587,36,7,29,0.2,20,Low Digitalization
4696,44,Lemaitre,Art,2013,588,10,3,7,0.26,26,Medium-Low Digitalization
4704,44,Lemaitre,Art,2013,589,7,3,4,0.47,47,Medium-Low Digitalization
4712,44,Lemaitre,Art,2013,590,31,3,28,0.11,11,Low Digitalization
4720,44,Lemaitre,Art,2013,591,24,2,22,0.07,7,Low Digitalization
4728,44,Lemaitre,Art,2013,592,32,11,21,0.35,35,Medium-Low Digitalization
4736,44,Lemaitre,Art,2013,593,40,18,22,0.46,46,Medium-Low Digitalization
4744,44,Lemaitre,Art,2013,594,19,5,14,0.26,26,Medium-Low Digitalization
4752,44,Lemaitre,Art,2013,595,47,7,40,0.15,15,Low Digitalization
4760,44,Lemaitre,Art,2013,596,15,7,8,0.47,47,Medium-Low Digitalization
4768,44,Lemaitre,Art,2013,597,40,6,34,0.15,15,Low Digitalization
4776,44,Lemaitre,Art,2013,598,6,1,5,0.24,24,Medium-Low Digitalization
4784,44,Lemaitre,Art,2013,599,15,2,14,0.1,10,Low Digitalization
4792,44,Lemaitre,Art,2013,600,46,14,32,0.31,31,Medium-Low Digitalization
4800,45,Holveck,Art,2013,601,50,24,26,0.48,48,Medium-Low Digitalization
4808,45,Holveck,Art,2013,602,13,5,8,0.41,41,Medium-Low Digitalization
4816,45,Holveck,Art,2013,603,36,12,24,0.33,33,Medium-Low Digitalization
4824,45,Holveck,Art,2013,604,13,6,6,0.5,50,Medium-Low Digitalization
4832,45,Holveck,Art,2013,605,9,2,7,0.22,22,Medium-Low Digitalization
4840,45,Holveck,Art,2013,606,12,2,10,0.2,20,Low Digitalization
4848,45,Holveck,Art,2013,607,21,8,13,0.39,39,Medium-Low Digitalization
4856,45,Holveck,Art,2013,608,5,2,3,0.34,34,Medium-Low Digitalization
4864,45,Holveck,Art,2013,609,15,5,10,0.35,35,Medium-Low Digitalization
4872,45,Holveck,Art,2013,610,14,3,11,0.24,24,Medium-Low Digitalization
4880,46,Baize,Art,2013,611,15,6,9,0.38,38,Medium-Low Digitalization
4888,46,Baize,Art,2013,612,14,5,9,0.39,39,Medium-Low Digitalization
4896,46,Baize,Art,2013,613,19,6,13,0.31,31,Medium-Low Digitalization
4904,46,Baize,Art,2013,614,49,17,32,0.34,34,Medium-Low Digitalization
4912,46,Baize,Art,2013,615,10,3,7,0.27,27,Medium-Low Digitalization
4920,46,Baize,Art,2013,616,10,5,5,0.49,49,Medium-Low Digitalization
4928,46,Baize,Art,2013,617,25,6,18,0.26,26,Medium-Low Digitalization
4936,46,Baize,Art,2013,618,17,2,15,0.12,12,Low Digitalization
4944,46,Baize,Art,2013,619,6,3,3,0.44,44,Medium-Low Digitalization
4952,46,Baize,Art,2013,620,33,9,24,0.28,28,Medium-Low Digitalization
4960,47,Trembly,Art,2013,621,41,11,30,0.26,26,Medium-Low Digitalization
4968,47,Trembly,Art,2013,622,10,1,9,0.06,6,Low Digitalization
4976,47,Trembly,Art,2013,623,33,12,21,0.37,37,Medium-Low Digitalization
4984,47,Trembly,Art,2013,624,20,3,17,0.13,13,Low Digitalization
4992,47,Trembly,Art,2013,625,34,1,33,0.02,2,Low Digitalization
5000,47,Trembly,Art,2013,626,7,0,7,0.07,7,Low Digitalization
5008,47,Trembly,Art,2013,627,15,2,13,0.16,16,Low Digitalization
5016,47,Trembly,Art,2013,628,15,7,8,0.44,44,Medium-Low Digitalization
